id,name,is_clan,is_virtual,spelling_of,spellings,septs,present_national_histories,design_names,design_ids
11667,Whitfield,0,0,,,,,,
11668,Whitman,0,0,,,,,,
11669,Wiggins,0,0,,,,,,
11670,Wynfield,0,0,,,,,,
11671,Woodhall,0,0,,,,,,
11672,Woodrow,0,0,,,,,,
11673,Woodruff,0,0,,,,,,
11674,Worley,0,0,,,,,,
11675,Wotton,0,0,,,,,,
11676,Worsley,0,0,,,,,,
11677,Wrey,0,0,,,,,,
11678,Yardley,0,0,,,,,,
11679,Yates,0,0,,,,,,
11680,Yeomons,0,0,,,,,,
11681,Yorke,0,0,,,,,,
11682,Witherspoon,0,0,,,,,,
11683,Crosby,0,0,,,,,,
11684,Hendry,0,0,Harry,,,,,
11685,Glass,0,0,,,,,,
11686,Nieves,0,0,,,,,,
11687,Sellers,0,0,Seller,,,,,
11688,Hedrick,0,0,,,,,,
11689,Creech,0,0,,,,,,
11690,Huddleston,0,0,,,,,,
11691,Riddick,0,0,,,,,,
11692,Hutchins,0,0,,,,,,
11693,Bean,0,0,,,,,,
11694,Michaels,0,0,,,,,,
11695,Patel,0,0,,,,,,
11696,Willey,0,0,,,,,,
11697,Holliday,0,0,,,,,,
11698,Abernathy,0,0,,,,,,
11699,Leal,0,0,,,,,,
11700,Spears,0,0,,,,,,
11701,Arnett,0,0,,,,,,
11702,Hopper,0,0,Hopkins,,,,,
11703,Conn,0,0,,,,,,
11704,Gillis,0,0,,,,,,
11705,Combs,0,0,,,,,,
11706,Linton,0,0,,,,,,
11707,Law,0,0,,,,,,
11708,Abbott,0,0,,,,,,
11709,Leggett,0,0,,,,,,
11710,Battle,0,0,,,,,,
11711,Elder,0,0,,,,,,
11712,Lundy,0,0,,,,,,
11713,Templeton,0,0,,,,,,
11714,Sterling,0,0,,,,,,
11715,Triplett,0,0,,,,,,
11716,Blalock,0,0,,,,,,
11717,MacFarland,0,0,,,,,,
11718,Hairston,0,0,,,,,,
11719,Cowan,0,0,,,,,,
11720,Hogue,0,0,,,,,,
11721,Peoples,0,0,,,,,,
11722,Kyd,0,0,,,,,,
11723,Brooks,0,0,,,,,,
11724,Patterson,0,0,,,,,,
11725,Daniels,0,0,,,,,,
11726,Smiley,0,0,,,,,,
11727,Hemphill,0,0,,,,,,
11728,Trayler,0,0,,,,,,
11729,Bartley,0,0,,,,,,
11730,Cline,0,0,,,,,,
11731,MacWhorter,0,0,,,,,,
11732,Hodge,0,0,,,,,,
11733,Garvin,0,0,,,,,,
11734,Edmondson,0,0,,,,,,
11735,Pagan,0,0,,,,,,
11736,Lind,0,0,,,,,,
11737,Brunson,0,0,,,,,,
11738,Workman,0,0,,,,,,
11739,Crockett,0,0,,,,,,
11740,Eccles,0,0,,,,,,
11741,Herring,0,0,,,,,,
11742,MacCrery,0,0,,,,,,
11743,Lyons,0,0,,,,,,
11744,Meeks,0,0,,,,,,
11745,Haney,0,0,,,,,,
11746,Stoddard,0,0,,,,,,
11747,Whitehouse,0,0,,,,,,
11748,Sloan,0,0,,,,,,
11749,Kilgore,0,0,,,,,,
11750,Vance,0,0,,,,,,
11751,Milligan,0,0,,,,,,
11752,Cannon,0,0,,,,,,
11753,Littlejohn,0,0,,,,,,
11754,Jack,0,0,,,,,,
11755,Coburn,0,0,,,,,,
11756,Dorman,0,0,,,,,,
11757,Burroughs,0,0,,,,,,
11758,Blaw,0,0,,,,,,
11759,Brunton,0,0,,,,,,
11760,Clynde,0,0,,,,,,
11761,Cochran,0,0,,,,,,
11762,Crumbe,0,0,,,,,,
11763,Garvine,0,0,,,,,,
11764,Gilmour,0,0,,,,,,
11765,Grier,0,0,,,,,,
11766,Hairstan,0,0,,,,,,
11767,Hutchens,0,0,,,,,,
11768,Lynd,0,0,,,,,,
11769,Maine,0,0,,,,,,
11770,Merchant,0,0,,,,,,
11771,Winston,0,0,,,,,,
11772,Shockley,0,0,,,,,,
11773,Bush,0,0,,,,,,
11774,Thorpe,0,0,,,,,,
11775,Bowling,0,0,,,,,,
11776,Butts,0,0,,,,,,
11777,Jacobs,0,0,,,,,,
11778,Tuttle,0,0,,,,,,
11779,Libby,0,0,,,,,,
11780,Lofton,0,0,,,,,,
11781,Britton,0,0,,,,,,
11782,Hicks,0,0,,,,,,
11783,Bundy,0,0,,,,,,
11784,Bowser,0,0,,,,,,
11785,Couch,0,0,,,,,,
11786,Chance,0,0,,,,,,
11787,Carlson,0,0,,,,,,
11788,Dickerson,0,0,,,,,,
11789,Womack,0,0,,,,,,
11790,Boggs,0,0,,,,,,
11791,Borden,0,0,,,,,,
11792,Ritter,0,0,,,,,,
11793,Albert,0,0,,,,,,
11794,Myles,0,0,,,,,,
11795,Springer,0,0,,,,,,
11796,Pettit,0,0,,,,,,
11797,Ruffin,0,0,,,,,,
11798,Self,0,0,,,,,,
11799,Helton,0,0,,,,,,
11800,Harrell,0,0,,,,,,
11801,Hinds,0,0,,,,,,
11802,Ladner,0,0,,,,,,
11803,Deal,0,0,,,,,,
11804,Acker,0,0,,,,,,
11805,Frey,0,0,,,,,,
11806,Groves,0,0,,,,,,
11807,Elkins,0,0,,,,,,
11808,Lockett,0,0,,,,,,
11809,Lay,0,0,,,,,,
11810,Eddy,0,0,,,,,,
11811,Stowall,0,0,,,,,,
11812,Mims,0,0,,,,,,
11813,Abrams,0,0,,,,,,
11814,Comer,0,0,,,,,,
11815,Granger,0,0,,,,,,
11816,Kitchen,0,0,,,,,,
11817,Jernigan,0,0,,,,,,
11818,Cardwell,0,0,,,,,,
11819,Rouse,0,0,,,,,,
11820,Diggs,0,0,,,,,,
11821,Herndon,0,0,,,,,,
11822,Prater,0,0,,,,,,
11823,Braxton,0,0,,,,,,
11824,Tipton,0,0,,,,,,
11825,Newberry,0,0,,,,,,
11826,Decker,0,0,,,,,,
11827,Bledsoe,0,0,,,,,,
11828,Streeter,0,0,,,,,,
11829,Herron,0,0,,,,,,
11830,Baggett,0,0,,,,,,
11831,Darden,0,0,,,,,,
11832,Marks,0,0,,,,,,
11833,Benjamin,0,0,,,,,,
11834,Presley,0,0,,,,,"Presley of Lonmay",3658
11835,Handy,0,0,,,,,,
11836,House,0,0,,,,,,
11837,Burdick,0,0,,,,,,
11838,Elmore,0,0,,,,,,
11839,Hooks,0,0,,,,,,
11840,Grissom,0,0,,,,,,
11841,Bolden,0,0,,,,,,
11842,Sparks,0,0,,,,,,
11843,Pitts,0,0,,,,,,
11844,Ellsworth,0,0,,,,,,
11845,Fountain,0,0,,,,,,
11846,Crews,0,0,,,,,,
11847,Ayers,0,0,,,,,,
11848,Holcomb,0,0,,,,,,
11849,Earl,0,0,,,,,,
11850,Allred,0,0,,,,,,
11851,Carey,0,0,,,,,,
11852,Chase,0,0,,,,,,
11853,Crouch,0,0,,,,,,
11854,Bagley,0,0,,,,,,
11855,Root,0,0,,,,,,
11856,Burch,0,0,,,,,,
11857,Sargent,0,0,,,,,,
11858,Hoyt,0,0,,,,,,
11859,Durbin,0,0,,,,,,
11860,Poe,0,0,,,,,,
11861,Sams,0,0,,,,,,
11862,Kimball,0,0,,,,,,
11863,Hankins,0,0,,,,,,
11864,Becker,0,0,,,,,,
11865,Ash,0,0,,,,,,
11866,Calloway,0,0,,,,,,
11867,Braden,0,0,,,,,,
11868,Driver,0,0,,,,,,
11869,Stern,0,0,,,,,,
11870,Harrington,0,0,,,,,,
11871,Chatman,0,0,,,,,,
11872,Wooten,0,0,,,,,,
11873,Stamper,0,0,,,,,,
11874,Daveys,0,0,,,,,,
11875,Ricks,0,0,,,,,,
11876,Goss,0,0,,,,,,
11877,Shields,0,0,,,,,,
11878,Laird,0,0,,,,,,
11879,Squires,0,0,,,,,,
11880,Gamble,0,0,,,,,,
11881,Hargreaves,0,0,,,,,,
11882,Mobley,0,0,,,,,,
11883,Friend,0,0,,,,,,
11884,Godwin,0,0,,,,,,
11885,Seals,0,0,,,,,,
11886,Light,0,0,,,,,,
11887,Rainey,0,0,,,,,,
11888,Ivy,0,0,,,,,,
11889,Kimbrough,0,0,,,,,,
11890,Crabtree,0,0,,,,,,
11891,Pruitt,0,0,,,,,,
11892,Boucher,0,0,,,,,,
11893,Foreman,0,0,,,,,,
11894,Spivey,0,0,,,,,,
11895,Hawthorne,0,0,,,,,,
11896,Wellman,0,0,,,,,,
11897,Bunch,0,0,,,,,,
11898,Odell,0,0,,,,,,
11899,Gaskins,0,0,,,,,,
11900,Posey,0,0,,,,,,
11901,Craft,0,0,,,,,,
11902,Skaggs,0,0,,,,,,
11903,Cheek,0,0,,,,,,
11904,Pennington,0,0,,,,,,
11905,Ransom,0,0,,,,,,
11906,Doty,0,0,,,,,,
11907,Dykes,0,0,,,,,,
11908,Kern,0,0,,,,,,
11909,Levy,0,0,,,,,,
11910,Puckett,0,0,,,,,,
11911,Grayson,0,0,,,,,,
11912,Yarbrough,0,0,,,,,,
11913,Hurt,0,0,,,,,,
11914,Levine,0,0,,,,,,
11915,Inman,0,0,,,,,,
11916,Lott,0,0,,,,,,
11917,Jewell,0,0,,,,,,
11918,Kinsey,0,0,,,,,,
11919,Wilburn,0,0,,,,,,
11920,Carlton,0,0,,,,,,
11921,Ruff,0,0,,,,,,
11922,Hamm,0,0,,,,,,
11923,Ragsdale,0,0,,,,,,
11924,Rollins,0,0,,,,,,
11925,Painter,0,0,,,,,,
11926,Overstreet,0,0,,,,,,
11927,Shepherd,0,0,,,,,"Shepherd Derek (Piping)",401392
11928,Farr,0,0,,,,,,
11929,Duckworth,0,0,,,,,,
11930,Hester,0,0,,,,,,
11931,Tatum,0,0,,,,,,
11932,Burgess,0,0,,,,,,
11933,Bynum,0,0,,,,,,
11934,Matlock,0,0,,,,,,
11935,Christopher,0,0,,,,,,
11936,Coy,0,0,,,,,,
11937,Deaton,0,0,,,,,,
11938,Madison,0,0,,,,,,
11939,Crenshaw,0,0,,,,,,
11940,Hand,0,0,,,,,,
11941,Mayberry,0,0,,,,,,
11942,Ledbetter,0,0,,,,,,
11943,Colbert,0,0,,,,,,
11944,Hawk,0,0,,,,,,
11945,Radcliff,0,0,,,,,,
11946,Timmons,0,0,,,,,,
11947,Moses,0,0,,,,,,
11948,Briscoe,0,0,,,,,,
11949,Worrell,0,0,,,,,,
11950,Angel,0,0,,,,,,
11951,Satterfield,0,0,,,,,,
11952,Childs,0,0,,,,,,
11953,Blackmon,0,0,,,,,,
11954,Lassiter,0,0,,,,,,
11955,Covington,0,0,,,,,,
11956,Purcell,0,0,,,,,,
11957,Sprague,0,0,,,,,,
11958,Eastley,0,0,,,,,,
11959,Parish,0,0,,,,,,
11960,Peachey,0,0,,,,,,
11961,Slaughter,0,0,,,,,,
11962,Hatcher,0,0,,,,,,
11963,Toney,0,0,,,,,,
11964,Cornett,0,0,,,,,,
11965,Cutler,0,0,,,,,,
11966,Stout,0,0,,,,,,
11967,Lincoln,0,0,,,,,,
11968,Odom,0,0,,,,,,
11969,Whittington,0,0,,,,,,
11970,Weeks,0,0,,,,,,
11971,Gilliam,0,0,,,,,,
11972,Mayes,0,0,,,,,,
11973,Cash,0,0,,,,,,
11974,Hoskins,0,0,,,,,,
11975,Blankenship,0,0,,,,,,
11976,Franks,0,0,,,,,,
11977,Minor,0,0,,,,,,
11978,Grover,0,0,,,,,,
11979,Cantrell,0,0,,,,,,
11980,Lehman,0,0,,,,,,
11981,Rowell,0,0,,,,,,
11982,Britt,0,0,,,,,,
11983,Busby,0,0,,,,,,
11984,Beaver,0,0,,,,,,
11985,Willett,0,0,,,,,,
11986,Newby,0,0,,,,,,
11987,Adcock,0,0,,,,,,
11988,Oakley,0,0,,,,,,
11989,Beasley,0,0,,,,,,
11990,Hanks,0,0,,,,,,
11991,Boston,0,0,,,,,,
11992,Minton,0,0,,,,,,
11993,Perdue,0,0,,,,,,
11994,Oldham,0,0,,,,,,
11995,Pickens,0,0,,,,,,
11996,Early,0,0,,,,,,
11997,Church,0,0,,,,,,
11998,Cherry,0,0,,,,,,
11999,Dunham,0,0,,,,,,
12000,Redding,0,0,,,,,,
12001,Butcher,0,0,,,,,,
12002,Holley,0,0,,,,,,
12003,Pittman,0,0,,,,,,
12004,Roth,0,0,,,,,,
12005,Eastman,0,0,,,,,,
12006,Gentry,0,0,,,,,,
12007,Huff,0,0,,,,,,
12008,Parham,0,0,,,,,,
12009,Suggs,0,0,,,,,,
12010,Woodson,0,0,,,,,,
12011,Garrett,0,0,,,,,,
12012,Barksdale,0,0,,,,,,
12013,Crocker,0,0,,,,,,
12014,Yancey,0,0,,,,,,
12015,Goodson,0,0,,,,,,
12016,England,0,0,,,,,,
12017,Joseph,0,0,,,,,,
12018,Bass,0,0,,,,,,
12019,Stacey,0,0,,,,,,
12020,Helms,0,0,,,,,,
12021,Travis,0,0,,,,,,
12022,Trasher,0,0,,,,,,
12023,Beverly,0,0,,,,,,
12024,Hamlin,0,0,,,,,,
12025,Golden,0,0,,,,,,
12026,Eubanks,0,0,,,,,,
12027,Stallings,0,0,,,,,,
12028,Bronson,0,0,,,,,,
12029,Crisp,0,0,,,,,,
12030,Bearden,0,0,,,,,,
12031,Dawkins,0,0,Davies,,,,,
12032,Byrd,0,0,,,,,,
12033,Tillman,0,0,,,,,,
12034,Stroud,0,0,,,,,,
12035,Camp,0,0,,,,,,
12036,Etheridge,0,0,,,,,,
12037,Sylvester,0,0,,,,,,
12038,Brantley,0,0,,,,,,
12039,Hightower,0,0,,,,,,
12040,Boyer,0,0,,,,,,
12041,Burkett,0,0,,,,,,
12042,Dickens,0,0,,,,,,
12043,Hamby,0,0,,,,,,
12044,Aldrich,0,0,,,,,,
12045,Bagot,0,0,,,,,,
12046,Begley,0,0,,,,,,
12047,Berden,0,0,,,,,,
12048,Beevor,0,0,,,,,,
12049,Blenkinsopp,0,0,,,,,,
12050,Bogg,0,0,,,,,,
12051,Boon,0,0,,,,,,
12052,Bourden,0,0,,,,,,
12053,Boles,0,0,,,,,,
12054,Bolling,0,0,,,,,,
12055,Bunce,0,0,,,,,,
12056,Bondy,0,0,,,,,,
12057,Burche,0,0,,,,,,
12058,Burris,0,0,,,,,,
12059,Carrie,0,0,,,,,,
12060,Cass,0,0,,,,,,
12061,Cheeke,0,0,,,,,,
12062,Churche,0,0,,,,,,
12063,Colley,0,0,,,,,,
12064,Comber,0,0,,,,,,
12065,Cornay,0,0,,,,,,
12066,Coulthard,0,0,,,,,,
12067,Coys,0,0,,,,,,
12068,Crafton,0,0,,,,,,
12069,Crawshaw,0,0,,,,,,
12070,Crew,0,0,,,,,,
12071,Ardern,0,0,,,,,,
12072,Deale,0,0,,,,,,
12073,Erle,0,0,,,,,,
12074,Erley,0,0,,,,,,
12075,Edye,0,0,,,,,,
12076,Elkyn,0,0,,,,,,
12077,Aylmer,0,0,,,,,,
12078,Farrer,0,0,,,,,,
12079,Farris,0,0,,,,,,
12080,Fraye,0,0,,,,,,
12081,Frend,0,0,,,,,,
12082,Gaynes,0,0,,,,,,
12083,Garret,0,0,,,,,,
12084,Gentle,0,0,,,,,,
12085,Guillam,0,0,,,,,,
12086,Goode,0,0,,,,,,
12087,Griggs,0,0,,,,,,
12088,Hamme,0,0,,,,,,
12089,Hargrrove,0,0,,,,,,
12090,Hurd,0,0,,,,,,
12091,Helme,0,0,,,,,,
12092,Hayter,0,0,,,,,,
12093,Houser,0,0,,,,,,
12094,Hough,0,0,,,,,,
12095,Iveson,0,0,,,,,,
12096,Ivey,0,0,,,,,,
12097,Joiner,0,0,,,,,,
12098,Kearns,0,0,,,,,,
12099,Leicester,0,0,,,,,,
12100,Levi,0,0,,,,,,
12101,Madsen,0,0,,,,,,
12102,Maze,0,0,,,,,,
12103,Merret,0,0,,,,,,
12104,Minnes,0,0,,,,,,
12105,Michael,0,0,,,,,,
12106,Moberley,0,0,,,,,,
12107,Padget,0,0,,,,,,
12108,Purdew,0,0,,,,,,
12109,Pykin,0,0,,,,,,
12110,Powers,0,0,,,,,,
12111,Prather,0,0,,,,,,
12112,Prewert,0,0,,,,,,
12113,Rachedal,0,0,,,,,,
12114,Reaves,0,0,,,,,,
12115,Richer,0,0,,,,,,
12116,Roots,0,0,,,,,,
12117,Rowse,0,0,,,,,,
12118,Ruffy,0,0,,,,,,
12119,Samwell,0,0,,,,,,
12120,Snead,0,0,,,,,,
12121,Spurway,0,0,,,,,,
12122,Stearns,0,0,,,,,,
12123,Stowell,0,0,,,,,,
12124,Tolbert,0,0,,,,,,
12125,Tyrrell,0,0,,,,,,
12126,Timmins,0,0,,,,,,
12127,Walls,0,0,,,,,,
12128,Wightman,0,0,,,,,,
12129,Winters,0,0,,,,,,
12130,Wornack,0,0,,,,,,
12131,Landry,0,0,,,,,,
12132,Falk,0,0,,,,,,
12133,Trahan,0,0,,,,,,
12134,Jeffries,0,0,,,,,,
12135,David,0,0,Davies,,,,,
12136,Blevins,0,0,,,,,,
12137,Talley,0,0,,,,,,
12138,Baugh,0,0,,,,,,
12139,Dotson,0,0,,,,,,
12140,Blethin,0,0,,,,,,
12141,Landres,0,0,,,,,,
12142,MacAwley,0,0,,,,,,
12143,Keenan,0,0,,,,,,
12144,Carney,0,0,,,,,,
12145,Kennelly,0,0,,,,,,
12146,Kramer,0,0,,,,,,
12147,Rothe,0,0,,,,,,
12148,Monahan,0,0,,,,,,
12149,Goff,0,0,,,,,,
12150,Delaney,0,0,,,,,,
12151,Dillon,0,0,,,,,,
12152,Cramer,0,0,,,,,,
12153,Kieran,0,0,,,,,,
12154,Eustace,0,0,,,,,,
12155,Conroy,0,0,,,,,,
12156,Samuels,0,0,,,,,,
12157,Morrow,0,0,,,,,,
12158,Dorsey,0,0,,,,,,
12159,Looney,0,0,,,,,,
12160,Downey,0,0,,,,,,
12161,Coles,0,0,,,,,,
12162,Bullard,0,0,,,,,,
12163,Haly,0,0,,,,,,
12164,Bernard,0,0,,,,,,
12165,Malloy,0,0,,,,,,
12166,Dolan,0,0,,,,,,
12167,Corley,0,0,,,,,,
12168,Garvey,0,0,,,,,,
12169,Butler,0,0,,,,,,
12170,Hearn,0,0,,,,,,
12171,Meehan,0,0,,,,,,
12172,Gorman,0,0,,,,,,
12173,Killeen,0,0,,,,,,
12174,Hackett,0,0,,,,,,
12175,Donahue,0,0,,,,,,
12176,Barron,0,0,,,,,,
12177,Curley,0,0,,,,,,
12178,Abraham,0,0,,,,,,
12179,MacRory,0,0,,,,,,
12180,Dooley,0,0,,,,,,
12181,MacKinley,0,0,,,,,,
12182,Coffey,0,0,,,,,,
12183,Driscoll,0,0,,,,,,
12184,MacHugh,0,0,,,,,,
12185,Tobin,0,0,,,,,,
12186,Flanagan,0,0,,,,,,
12187,MacGinnis,0,0,,,,,,
12188,Hendrick,0,0,,,,,,
12189,MacCord,0,0,,,,,,
12190,Horan,0,0,,,,,,
12191,MacNally,0,0,,,,,,
12192,Fay,0,0,,,,,,
12193,Brinkley,0,0,,,,,,
12194,MacCaffery,0,0,,,,,,
12195,Weathers,0,0,,,,,,
12196,Hagen,0,0,,,,,,
12197,Keating,0,0,,,,,,
12198,MacClendon,0,0,,,,,,
12199,Whitten,0,0,,,,,,
12200,MacCausland,0,0,,,,,,
12201,Finn,0,0,,,,,,
12202,Reardon,0,0,,,,,,
12203,Clements,0,0,,,,,,
12204,Curran,0,0,,,,,,
12205,Devine,0,0,,,,,,
12206,Cooley,0,0,,,,,,
12207,MacCabe,0,0,,,,,,
12208,Teague,0,0,,,,,,
12209,Egan,0,0,,,,,,
12210,Mooney,0,0,,,,,,
12211,Lawler,0,0,,,,,,
12212,Reeder,0,0,,,,,,
12213,Hines,0,0,,,,,,
12214,Dempsey,0,0,,,,,,
12215,Okeefe,0,0,,,,,,
12216,Kearney,0,0,,,,,,
12217,Dugan,0,0,,,,,,
12218,Cody,0,0,,,,,,
12219,Gatlin,0,0,,,,,,
12220,Maloney,0,0,,,,,,
12221,MacCarron,0,0,,,,,,
12222,Shannon,0,0,,,,,,
12223,Crowley,0,0,,,,,,
12224,Loftus,0,0,,,,,,
12225,Maher,0,0,,,,,,
12226,Roach,0,0,,,,,,
12227,Fagan,0,0,,,,,,
12228,Morrissey,0,0,,,,,,
12229,Hickey,0,0,,,,,,
12230,Moran,0,0,,,,,,
12231,Cahill,0,0,,,,,,
12232,Gleason,0,0,,,,,,
12233,Heyne,0,0,,,,,,
12234,Hurley,0,0,,,,,,
12235,Trant,0,0,,,,,,
12236,Madden,0,0,,,,,,
12237,Beamish,0,0,,,,,,
12238,Redmond,0,0,,,,,,
12239,Cronin,0,0,,,,,,
12240,Finney,0,0,,,,,,
12241,Hayden,0,0,,,,,,
12242,Galvan,0,0,,,,,,
12243,Hanley,0,0,,,,,,
12244,Gannon,0,0,,,,,,
12245,O'Connell,0,0,,,,,,
12246,Crandall,0,0,,,,,,
12247,MacCrary,0,0,,,,,,
12248,Nugent,0,0,,,,,,
12249,Mahoney,0,0,,,,,,
12250,Bollard,0,0,,,,,,
12251,O'Cahill,0,0,,,,,,
12252,O'Clery,0,0,,,,,,
12253,Corry,0,0,,,,,,
12254,O'Crowley,0,0,,,,,,
12255,O'Curran,0,0,,,,,,
12256,O'Duana,0,0,,,,,,
12257,Dowling,0,0,,,,,,
12258,Darcy,0,0,,,,,,
12259,Dowdy,0,0,,,,,,
12260,O'Downey,0,0,,,,,,
12261,Duggan,0,0,,,,,,
12262,Fahy,0,0,,,,,,
12263,Galvin,0,0,,,,,,
12264,MacGarry,0,0,,,,,,
12265,Givens,0,0,,,,,,
12266,Hagan,0,0,,,,,,
12267,O'Haly,0,0,,,,,,
12268,O'Hanley,0,0,,,,,,
12269,Aherne,0,0,,,,,,
12270,O'Heyne,0,0,,,,,,
12271,O'Hickey,0,0,,,,,,
12272,O'Kelleher,0,0,,,,,,
12273,O'Kieran,0,0,,,,,,
12274,Killian,0,0,,,,,,
12275,O'Loughlin,0,0,,,,,,
12276,O'Lalor,0,0,,,,,,
12277,Meagher,0,0,,,,,,
12278,Molloy,0,0,,,,,,
13112,Casement,0,0,,,,,,
13113,Meecham,0,0,,,,,,
13114,Colclough,0,0,,,,,,
13115,Ruttledge,0,0,,,,,,
13116,Sloane,0,0,,,,,,
13117,Mulvey,0,0,,,,,,
13118,Uniacke,0,0,,,,,,
13119,Eagar,0,0,,,,,,
13120,Gaynor,0,0,,,,,,
13121,Forde,0,0,,,,,,
13122,Shaughnessy,0,0,,,,,,
13123,MacTiernan,0,0,,,,,,
13124,Friel,0,0,,,,,,
13125,Eastern,0,0,,,,,,
13126,Elrington,0,0,,,,,,
13127,Delahyde,0,0,,,,,,
13128,Loughlin,0,0,,,,,,
13129,Trydell,0,0,,,,,,
13130,Pery,0,0,,,,,,
13131,Bradstreet,0,0,,,,,,
13132,Hambley,0,0,,,,,,
13133,Mulloy,0,0,,,,,,
13134,Margetson,0,0,,,,,,
13135,Massam,0,0,,,,,,
13136,Cosby,0,0,,,,,,
13137,Mangan,0,0,,,,,,
13138,Kinghan,0,0,,,,,,
13139,Dunscombe,0,0,,,,,,
13140,Coey,0,0,,,,,,
13141,MacGeough,0,0,,,,,,
13142,Bulfin,0,0,,,,,,
13143,MacShanly,0,0,,,,,,
13144,Quigley,0,0,,,,,,
13145,Pennefather,0,0,,,,,,
13146,MacDonogh,0,0,,,,,,
13147,Ram,0,0,,,,,,
13148,Taylour,0,0,,,,,,
13149,Hethrington,0,0,,,,,,
13150,Purdon,0,0,,,,,,
13151,Wyse,0,0,,,,,,
13152,Collvile,0,0,,,,,,
13153,Fallkiner,0,0,,,,,,
13154,Wadge,0,0,,,,,,
13155,Desmond,0,0,,,,,,
13156,Foord,0,0,,,,,,
13157,Janns,0,0,,,,,,
13158,Cogan,0,0,,,,,,
13159,Blosse,0,0,,,,,,
13160,Brasier,0,0,,,,,,
13161,Cantwell,0,0,,,,,,
13162,Kingdon,0,0,,,,,,
13163,Marrow,0,0,,,,,,
13164,Maginn,0,0,,,,,,
13165,Gillicuddy,0,0,,,,,,
13166,Dea,0,0,,,,,,
13167,Coakley,0,0,,,,,,
13168,Turell,0,0,,,,,,
13169,Amory,0,0,,,,,,
13170,Lecky,0,0,,,,,,
13171,Blunden,0,0,,,,,,
13172,Colthurst,0,0,,,,,,
13173,MacCartan,0,0,,,,,,
13174,Hurly,0,0,,,,,,
13175,Trench,0,0,,,,,,
13176,Cantillon,0,0,,,,,,
13177,Riall,0,0,,,,,,
13178,Kinane,0,0,,,,,,
13179,Hepenstal,0,0,,,,,,
13180,Going,0,0,,,,,,
13181,Westropp,0,0,,,,,,
13182,Neill,0,0,,,,,,
13183,Bladen,0,0,,,,,,
13184,Magan,0,0,,,,,,
13185,Finnegan,0,0,,,,,,
13186,Callander,0,0,,,,,,
13187,Mulvihill,0,0,,,,,,
13188,Malley,0,0,,,,,,
13189,Collis,0,0,,,,,,
13190,Tynte,0,0,,,,,,
13191,Crelie,0,0,,,,,,
13192,Brenon,0,0,,,,,,
13193,Gillman,0,0,,,,,,
13194,Longfield,0,0,,,,,,
13195,Lonergan,0,0,,,,,,
13196,Joynt,0,0,,,,,,
13197,Godley,0,0,,,,,,
13198,Haltridge,0,0,,,,,,
13199,MacCurtin,0,0,,,,,,
13200,Haslam,0,0,,,,,,
13201,Deasy,0,0,,,,,,
13202,Archdale,0,0,,,,,,
13203,Paradis,0,0,,,,,,
13204,Ferrer,0,0,,,,,,
13205,MaCartney,0,0,,,,,,
13206,Wormington,0,0,,,,,,
13207,Orpen,0,0,,,,,,
13208,Tottenham,0,0,,,,,,
13209,Ruswell,0,0,,,,,,
13210,Cornwallis,0,0,,,,,,
13211,Fonte,0,0,,,,,,
13212,Haliday,0,0,,,,,,
13213,Milley,0,0,,,,,,
13214,Geale,0,0,,,,,,
13215,Touchet,0,0,,,,,,
13216,Vesey,0,0,,,,,,
13217,Fallon,0,0,,,,,,
13218,Molony,0,0,,,,,,
13219,Daunt,0,0,,,,,,
13220,Hartigan,0,0,,,,,,
13221,Proby,0,0,,,,,,
13222,Mulledy,0,0,,,,,,
13223,"De La Poer",0,0,,,,,,
13224,Domville,0,0,,,,,,
13225,Blanchfield,0,0,,,,,,
13226,Sheilds,0,0,,,,,,
13227,Guiness,0,0,,,,,,
13228,Ormsby,0,0,,,,,,
13229,Gibney,0,0,,,,,,
13230,Harrold,0,0,,,,,,
13231,Peppard,0,0,,,,,,
13232,Fowke,0,0,,,,,,
13233,Kingsbury,0,0,,,,,,
13234,Lattin,0,0,,,,,,
13235,Hara,0,0,,,,,,
13236,Peer,0,0,,,,,,
13237,Broder,0,0,,,,,,
13238,Quinan,0,0,,,,,,
13239,Wogan,0,0,,,,,,
13240,MacVeagh,0,0,,,,,,
13241,Guinness,0,0,,,,,,
13242,Ronayne,0,0,,,,,,
13243,Verner,0,0,,,,,,
13244,Gradwell,0,0,,,,,,
13245,Billington,0,0,,,,,,
13246,Hardinge,0,0,,,,,,
13247,MacVais,0,0,,,,,,
13248,Vyne,0,0,,,,,,
13249,Proudfoot,0,0,,,,,,
13250,Rodon,0,0,,,,,,
13251,Dease,0,0,,,,,,
13252,Raughter,0,0,,,,,,
13253,Low,0,0,,,,,,
13254,Saurin,0,0,,,,,,
13255,Sheaffe,0,0,,,,,,
13256,Falls,0,0,,,,,,
13257,Bosvile,0,0,,,,,,
13258,Dalway,0,0,,,,,,
13259,Craney,0,0,,,,,,
13260,Cardiffe,0,0,,,,,,
13261,Fortick,0,0,,,,,,
13262,Lamphier,0,0,,,,,,
13263,Woulfe,0,0,,,,,,
13264,Siborne,0,0,,,,,,
13265,Hegarty,0,0,,,,,,
13266,Fownes,0,0,,,,,,
13267,Nunne,0,0,,,,,,
13268,Helsham,0,0,,,,,,
13269,Woodlock,0,0,,,,,,
13270,Hefferman,0,0,,,,,,
13271,Thunder,0,0,,,,,,
13272,Tully,0,0,,,,,,
