id,name,is_clan,is_virtual,spelling_of,spellings,septs,present_national_histories,design_names,design_ids
1,Abercrombie,1,0,,"Abarcrumbie,Abercrummye,Abercrombye,Abircromby,Abircrumbye,Abircromme,Abircromy,Abircrumby,Abircrummy,Abircrumy,Abircromye,Abarcrumby,Abercromby",,,"Abercrombie ",3
2,Adams,0,0,Adam,,,,,
3,Agnew,1,0,,"Agneli,Agnex,Aignell,Aggnew,Agnewe,Agneaux,Aygnel,Angnew,Agnev,O'Gnive",,"scottish,english,welsh,irish","Agnew ",34
4,Ainslie,1,0,,,,,"Ainslie 1992 Variant, Ainslie Lake District, Ainslie","39, 40, 41"
5,Aitchison,0,0,,"Achisoune,Achisone,Achesoun,Achinsoun,Achesune,Achenson,Acheson,Achiesoun,Achesoune,Achieson,Achesone,Aitcheson,Aichesone,Aitchesoun,Aitchesoune,Aithchinson,Aitchysoune,Aichensoun,Aicheson,Atzensone,Atzeson,Atyesoun,Atchesone,Atchisone,Atchison,Aticione,Aschesone,Echesone,Etzesone,Eticione,Atkynson,Atkynsoun,Atzinson,Attkinsone,Atknson",,,,
6,Aitken,0,0,,"Ackin,Ackyn,Ackyne,Aitkene,Aikeyne,Aikine,Aikin,Aitkyn,Akene,Aicken,Aickin,Aitkane,Aitkine,Akin,Aickine,Aitcken,Aitkyne,Aiking,Akine,Aicking,Aken,Aikne,Aikein,Aikyne,Aikun,Aitkin,Akyne,Aukin,Atkine,Atken,Aytkyne,Atkyn,Aytkyn,Aytkine,Aykkyne,Eakin,Eckin,Eakins,Aiken,Aikens,Aitkens,Atkin,Aitcheson",,"scottish,english,welsh,irish",Aitken,43
7,Aiton,1,0,,"Aytoun,Ayton",Home,,Aiton,44
8,Akins,0,0,,,,,Akins,47
9,Alexander,0,0,,,"Alexander of Menstry",,"Alexander Hunting",59
10,Algarve,0,0,,,,,Algarve,66
12,Allison,0,0,Allan,,,,"Allison ",84
13,Anderson,1,0,,"Andesoune,Androsone,Andirsoune,Andrson,Andersonne,Andersone,Andison,Andrewson,Andirsoone,Andersoune,Andersoun,Andree,Andyrson,Androsoun,Androsoune,Andreson,Andresoun,Androson,Andson,Andirstoun,Andirston,Anderston,Aindrea,Andie,Andrewes,Andro,Androe,Androw,Andy,Anndra,Andersen,Andersson,Andresen","Anderson of Ardbrake,Anderson of Kinneddar","scottish,english,welsh,irish","Anderson Arisaid, Anderson Arisaid #2, Anderson Blue, Anderson Blue Westwood, Anderson Green, Anderson Grey, Anderson Old, Anderson Red, Anderson Ross, Anderson, Anderson Highland Society of London","109, 110, 111, 112, 113, 114, 118, 119, 120, 121, 122"
15,Arbuthnot,1,0,,"Aberbuthnocht,Aberbuthno,Aberbuthenoth,Aberbothenoth,Abirbuthenott,Arbuthnet,Arbuthneth,Arbuthnat,Arbuthnoth,Arbuthnott",,,"Arbuthnot ",153
16,Argyle,0,0,,,,,"Argyle Campbell, Argyle Dress","157, 158"
17,Armstrong,1,0,,"Armstrang,Armestrang,Armystrang,Harmestrang,Grozier,Crosier,Crosar","Crozier,Fairbairn,Fortenbras,Nixon","scottish,english,welsh,irish","Armstrong, Armstrong Old Colours","164, 5312"
19,Keith,1,0,,"Kayt,Keathe,Keht,Ket,Keth,Kethe,Keyth,Keythe,Keytht,Kite,Keath,Keech,Keeth","Harvey,Haxton,Hurrie,Lumgair","scottish,english,welsh,irish","Keith with Yellow, Keith, Keith #2, Keith Fashion, Keith Fields","195, 196, 2160, 3063, 3064"
20,Baillie,1,0,,"Bayliss,Ballie,Baleus,Bailzie,Bailzea,Bailze,Bailyow,Bailyne,Baily,Balye,Ballye,Bailley,Baillye,Bailly,Baillyie,Bailive,Bailie,Bailey,Baile,Baly,Bayley,Balze,Balzie,Baylly,Baylie,Bayllie,Baylzie,Baylzee,Bailue,Baillze,Bayly","Baillie of Lamington,Baillie of Polkemmet","scottish,english,welsh,irish","Baillie (Highland Society of London), Baillie Dress, Baillie ","222, 223, 228"
21,Bain,1,0,,"Baine,Baines",,,,
22,Baird,1,0,,"Bard,Baard,Beird,MacBard,Barde",,"scottish,english,welsh,irish","Baird Dress, Baird Dress Dance, Baird, Baird Old Colours","231, 232, 233, 5311"
23,Baker,0,0,,,,,"Baker #2, Baker","234, 235"
24,Balfour,1,0,,,,,"Balfour Blue, Balfour Hunting, Balfour","237, 238, 239"
25,Ball,0,0,,,,,"Ball Hunting",240
27,Fitzgerald,0,0,,"MacGerailt,Fitz-Gerald,Gerald,Geralds,Geraldine",,,"Fitzgerald Blue, Fitzgerald Dress, Fitzgerald Hunting, Fitzgerald Red","1383, 1384, 1385, 1386"
29,Barclay,1,0,,"Berkeley,Bercley,Berclay,Berkele,Barclye,Berklaw,Barckley,Barkla,Barklay,Barkley,Barcula,Barculay,Bercula,Barckly,Barclaye,Barklaw,Barclet",,,"Barclay Dress, Barclay Hunting, Barclay Hunting #2","284, 285, 286"
31,Bartlett,0,0,,,,,"Bartlett (Richard) personal, Bartlett","298, 299"
32,Bates,0,0,,,,,Bates,304
33,Batten,0,0,,"Badden,Battin,Batton,Baddenach",,,Batten,308
35,Baxter,1,0,,"Baxtar,Bacster,Baxstare,Baxstar,Baxstair,Bakster,Baxster,MacVaxter,Makbaxstar,MacBaxtar,MacBaxter","Baxter of Balgavies","scottish,english,welsh,irish",Baxter,314
36,Beard,0,0,,,,,Beard,315
37,Beaton,0,0,,"Beathy,Beatoun,Beattone,Beattoun,Bethon,Betoin,Beton,Betone,Betoun,Betown,Betowne,Betton,Bettune,Beutan,Bittoune",,,Beaton,316
38,Beatty,0,0,,,,,"Beatty ",317
39,Beaverbrook,0,0,,,,,"Beaverbrook #2, Beaverbrook #3","320, 321"
40,Belfrage,0,0,,,,,Belfrage,328
41,Bell,1,0,,"Bele,Belle,Bel,Beal,Beale,Beall","MacMoil,Bell of the Borders","scottish,english,welsh,irish","Bell Border",330
43,Benson,0,0,,,,,Benson,343
44,Benyon,0,0,,,,,,
45,Bethune,1,0,,,,,Bethune,361
46,Bijral,0,0,,,,,Bijral,364
47,Birch,0,0,,,,,Birch,365
48,Birral,0,0,,"Birrell,Burrell",,,Birral,369
49,Birse,0,0,,,,,"Birse, Birse spec 619","370, 6232"
50,Bisset,0,0,,"Bessat,Besat,Besate,Buset,Byset,Bissatt,Bissott,Bissett,Biset,Biseth,Byseth,Bissart,Byssot,Bizet,Bissaite,Byssate,Bisseth,Bissate,Bissat",,,"Bisset #2, Bisset ","373, 6205"
51,Black,0,0,,"Blac,Blacke,Blak",,"scottish,english,welsh,irish","Black (DCD)",374
52,Blackie,0,0,,,,,Blackie,394
53,Blackstock,1,0,,,,,"Blackstock Dress, Blackstock Hunting","396, 397"
54,Blackwood,0,0,,,,,Blackwood,399
55,Blair,1,0,,"Blar,Blayre,Blayr,Blare,Blaire,Bleher",MacBlair,"scottish,english,welsh,irish","Blair Dress, Blair","400, 401"
56,Blalack,0,0,Blaylock,,,,Blalack,410
57,Blanton,0,0,,,,,"Blanton Dress, Blanton","411, 412"
58,Blaylock,0,0,,"Blaelock,Blalack,Blayloch",,,Blaylock,413
60,Bonnar,0,0,,Bonner,,,Bonnar,430
62,Borthwick,1,0,,"Barthwick,Bortheik,Borthwyke,Borthwik,Borthweke,Borthuyke,Borthock,Borthek,Boirthvik,Boirthuik",,"scottish,english,welsh,irish","Borthwick Dress, Borthwick","442, 443"
63,Bowie,0,0,Bowen,,,,"Bowie Black, Bowie ","450, 451"
64,Boyd,1,0,,"Boid,Boyde,Boyt,Bhoid,Bod,Boed,Boht,Bodha",,"scottish,english,welsh,irish","Boyd ",453
65,Brabender,0,0,,,,,Brabender,456
66,Braid,0,0,,,,,Braid,466
67,Watt,1,0,Watkins,"Wattie,Wat,Vatt,Wath,Wathes,Watts,Wattys,Watties,MacWatt,MacWattie",,"scottish,english,welsh,irish",Watt,4661
68,Brecheen,0,0,,Brechin,,,Brecheen,475
69,Brice,0,0,,,,,Brice,481
70,Brides,0,0,,,,,Brides,482
71,"Bright of Garth",0,0,,,,,"Bright of Garth",484
72,Brisbane,1,0,,,,,"Brisbane Family",486
73,Cameron,1,0,,"Cambrin,Camron,Camrone,Camroun,Camrowne,Camrun,Cameronne,Cambrone,Cambernon,Cammeron,Camirun","Chalmers,Clark,Clarkson,Clerk,Gibbon,Gilbertson,Gilruth,Kennedy,Leary,Lonbie,MacAlonie,MacAulay,MacClair,MacGillery,MacGillonie,MacLeary,MacMartin,MacOnie,MacPhail,MacSorley,MacUlrig,MacWalrick,Martin,Paul,Sorley,Taylor,Cameron of Erracht,Cameron of Locheil,Cameron of Lochiel","scottish,english,welsh,irish","Cameron Black & Red, Cameron Cave Plaid, Cameron Hose, Cameron Hose #2, Cameron Hunting, Cameron","667, 668, 669, 670, 671, 679"
74,Brodie,1,0,,"Broddy,Broadie,Brodye,Broddie,Brothie,Breaddie,Breadie,Brody",,,"Brodie Black & White, Brodie Dress, Brodie Hunting, Brodie Red, Brodie Silver","525, 526, 528, 530, 531"
75,Bronte,0,0,,,,,Bronte,533
76,Brough,0,0,,,,,"Brough (Colin) personal, Brough ","544, 545"
77,Broun,1,0,,,,,,
78,Bruce,1,0,,"Brus,Bruwes,Bruss,Bruc,Bruys,Brues,Bruice,Bruis,Bruze,Broce,Brois,Broiss,Brose,Brouss,Bruse,Broise","Carlyle,Crosbie,Randolph,Stenhouse,Bruce of Kinnaird","scottish,english,welsh,irish","Bruce 1985, Bruce (Alistair) personal, Bruce (Vestiarium Scoticum), Bruce Hunting, Bruce New, Bruce Old, Bruce","555, 556, 558, 559, 560, 564, 566"
79,Grant,1,0,,"Grantt,Graunte,Graunt","Allan,Allanson,Bisset,Bowie,MacAllan,MacIlroy,MacKiarran,Pratt,Suttie,Grant of Achnarrow,Grant of Edinchat,Grant of Lurg,Grant of Monymusk,Grant of Rothiemurchus","scottish,english,welsh,irish","Grant 1714, Grant Hunting (1819), Grant, Grant Hunting, Grant 1819, Grant Hunting (Old)","1671, 1673, 1682, 4885, 4946, 5040"
80,Drummond,1,0,,"Drommonde,Drummont,Drummot,Drummyn,Drumon,Drumont,Drumman,Droumound,Dromund,Dromounde,Drominth,Dromonde,Drumund,Droman,Drommount,Dormondy,Drumunde,Dreumond,Dormond","Begg,Brewer,Cargill,Dock,Doig,MacGregor,MacRobbie,Mushet,Drummond of Fingask,Drummond of Perth,Drummond of Strathallan","scottish,english,welsh,irish","Drummond (Clans Originaux) Grey, Drummond Grant variant, Drummond, Drummond Clans Originaux; Purple, Drummond spec 1380","1159, 1160, 1165, 6280, 6281"
81,Bryant,0,0,O'Brien,,,,"Bryant #2, Bryant","569, 570"
82,Bryce,0,0,Rice,,,,Bryce,571
84,Bryson,0,0,,,,,"Bryson 1988, Bryson 2000, Bryson #2","573, 574, 6240"
85,Buccleuch,0,0,,,,,"Buccleuch #2, Buccleuch Check, Buccleuch Dress, Buccleuch, Buccleuch (Fashion)","575, 576, 577, 578, 299276"
86,Buchanan,1,0,,"Bouchannane,Bohannan,Boqhannan,Boquhennane,Buquhannane,Boquhennnan,Bucquannane,Buhannane,Bochnannane,Bucqhannane,Buchquannan,Buchquhannan,Buchquhannane,Buquhannan","Bucky,Coleman,Cornick,Dove,Dowe,Gibb,Gibbon,Gibson,Gilbert,Gilbertson,Harper,Harperson,Lenny,MacCormack,Masterson,MacCalman,Morris,Richardson,Runcy,Rusk,Ruskin,Spittel,Walter,Waters,Watson,Weir,West,Yule,Dewar","scottish,english,welsh,irish","Buchanan Cerise #1 Special, Buchanan Cerise #2 Special, Buchanan Dress Dance Blue, Buchanan Hunting #2, Buchanan Hunting #1, Buchanan Hunting #2 (deprecated), Buchanan Hunting #3, Buchanan Hunting #4, Buchanan , Buchanan Old Sett, Buchanan (Antique Colours), Buchanan Hunting; Blue, Buchanan Hunting, Buchanan Heather","580, 581, 582, 583, 584, 585, 586, 587, 588, 4887, 5092, 8383, 301319, 302159"
87,Buie,0,0,,,,,Buie,595
88,Bullman,0,0,,,,,Bullman,599
89,Burnett,1,0,,"Burnet,Burnaitt,Burnat,Burnate","Blackhall,Burnett of Leys,Burnett of Powis",,"Burnett Hunting, Burnett ","605, 608"
90,Burns,0,0,Byrne,,,"scottish,english,welsh,irish","Burns 1930, Burns #2, Burns Battalion, Burns Check, Burns Heritage, Burns Heritage Check","612, 613, 614, 615, 616, 617"
92,Caledonian,0,0,,,,,"Caledonian Hunting Ancient, Caledonian","643, 644"
93,Fraser,1,0,,"Frazer,Fresell,Freser,Frew,Frezel,Friscal,Frisell,Frissell,Frizel,Frizell,Frizelle,Fraiser,Fraisser,Fraissier,Frasair,Fraseir,Frasier,Frassel,Frasser,Fraysher,Fraysser,Frazier,Fresal,Fresale,Fresall,Fresare,Frescell,Fresel,Fresill,Fresle,Fressair,Fressell,Fresser,Freyser,Frezer,Friseal,Friselle,Friser,Frisselle,Frizzell,Fryssar,Fryssell,Frysser","Abernethy,Bisset,Brewster,Cowie,Gilruth,MacGregor,MacIlriach,MacKim,MacTavish,Oliver,Simons,Syme,Tweeddale,Fraser of Lovat,Fraser of Altyre,Fraser of Boblainy,Fraser of Reelig,Fraser of Atholl","scottish,english,welsh,irish","Fraser (Wilson 1820), Fraser 78th Highlanders, Fraser Arisaid; Green, Fraser Arisaid; Red, Fraser Arisaid; Wine/Blue, Fraser Green, Fraser Hunting, Fraser Hunting # 2, Fraser Hunting Dress, Fraser Isabella, Fraser Red (special), Fraser Red (special) #2, Fraser, Fraser Old, Fraser spec 805","1436, 1437, 1438, 1439, 1440, 1441, 1442, 1443, 1444, 1445, 1451, 1452, 1453, 4934, 6294"
95,Callaghan,0,0,,"Ó Ceallacain,O'Callahan,O'Gallaghan,Callahan,Callaghane,Ceallachan,Cellachain,Ceallachain,MacCallaghne",,,Callaghan,663
96,Munro,1,0,,"Monro,Monroe,Munroe,Manro,Monroo,Munroy","Dingwall,Fowlis","scottish,english,welsh,irish","Munro Black & Red, Munro Culloden, Munro (Logan), Munro , Munro Hunting","3288, 3289, 3290, 3291, 4886"
97,Campbell,1,0,,"Cambel,Cammell,Cambele,Cambale,Cambal,Cambell,Cambelle,Camble,Campbele,Campble,Campbill","Bannatyne,Burnes,Burness,Calder,Cattell,Donachie,Fisher,Hawes,Haws,Hawson,Hurry,Isaac,Isaacs,Keller,Loudon,MacDermott,MacDiarmid,MacGibbon,MacIver,MacKellar,MacNicol,MacQuaker,MacTavish,MacVicar,Ochiltree,Orr,Pinkerton,Campbell of Breadalbane,Campbell of Cawdor,Campbell of Possil,Campbell of Argyle,Campbell of Argyll,Campbell of Armaddie,Campbell of Glenlyon,Campbell of Inveraray,Campbell of Lochawe,Campbell of Lochlane,Campbell of Loudon,Campbell of Braemar","scottish,english,welsh,irish","Campbell 42nd; Dress, Campbell 42nd; Dress; Balhousie, Campbell Camel, Campbell Dress, Campbell Dress #2, Campbell Dress; 1880 variant, Campbell Hunting, Campbell Marquis of Lorne, Campbell Red, Campbell, Campbell Old, Campbell The 42nd","680, 681, 683, 684, 685, 686, 687, 688, 710, 713, 4888, 15567"
98,Cargill,0,0,,"Cargil,Carghille,Cargile,Cargyl,Kergylle,Kergyll,Kergyl,Kergille,Kergill",,,Cargill,739
99,Clergy,0,0,,,"Clergy of Ulva",,"Clergy Wilson's, Clergy (Clans Originaux), Clergy Green, Clergy Episcopal, Clergy Grey, Clergy Red, Clergy Smith, Clergy spec 166 [default sett]","856, 863, 870, 871, 874, 875, 876, 6442"
100,Carlisle,0,0,,,,,"Carlisle Ancient, Carlisle","742, 743"
101,Carmichael,1,0,,"Carmychel,Carmichaill,Carmichel,Carmitely,Carmychale,Carmichell,Carmychall,Cayrmichell,Cayrmichel,Carmechele,Carmychell,Carmigell,Carmighell,Kermychell,Carmichail,Carmichale,Carmichan,Carmackhell,MacGillemichael,MacMichael",,"scottish,english,welsh,irish","Carmichael ",745
102,Carnegie,1,0,,"Carneggie,Carnegy,Carnegi,Carryneggi,Carrinegy,Carnigy,Carnagy,Carneaggie,Carinnegi,Carnagie,Kernagy,Kornegay,Carnage",,,"Carnegie #2, Carnegie #3, Carnegie Check, Carnegie Dress, Carnegie Dress; Dance, Carnegie ","746, 747, 748, 749, 750, 3082"
103,Carr,0,0,,,,,Carr,754
104,Casely,0,0,,,"Casely of Mannerston",,Casely,767
105,Caskie,0,0,,,,,"Caskie #2, Caskie","771, 772"
106,Cates,0,0,,,,,"Cates Dress, Cates Hunting","778, 780"
107,Cathcart,1,0,,,,,Cathcart,781
108,Chattan,1,0,,,"Adam,Cattanach,Clark,Clunie,Coutts,Dallas,Davidson,Dawson,Dean,Dickson,Farquharson,Finlay,Gillespie,Gow,Hardie,Keith,MacBain,MacGillivray,MacHardie,MacIlroy,MacIntosh,MacIntyre,MacKelecan,MacPhail,MacPherson,MacQueen,MacSwan,Noble,Paul,Pearson,Ritchie,Shaw,Smith,Swan,Tarrill,Thomson,Toash",,"Chattan #3, Chattan Chief, Chattan ","809, 810, 811"
109,Cheape,0,0,,,"Cheape of Torosay",,,
110,Childers,0,0,,,,,"Childers Gurkha Rifles, Childers","823, 824"
111,Chisholm,1,0,,"Cheseholme,Chisholme,Chesolme,Cheishame,Chesom,Cheisholme,Chesome,Chesehelme,Chessam,Cheseim,Chessame,Cheshelme,Chesseholme,Chesholme,Chesim,Cheishelm,Chism,Cheseholm,Chisolm,Chesholm,Chesolm,Chesame,Cheshelm,Cheshom,Chisolme,Chisomme,Chissem,Chissim,Chissolme,Sheshelm,Schisolme,Schisholme,Schishome,Shisholme,Schisome","Fenton,Chisholm of Strathglass","scottish,english,welsh,irish","Chisholm 2, Chisholm Artifact, Chisholm Hunting, Chisholm, Chisholm Colonial","829, 830, 831, 833, 6254"
112,Choinka,0,0,,,,,Choinka,835
113,Christie,0,0,,"Christe,Christy,MacChristie,MacChristy",,"scottish,english,welsh,irish","Christie ",838
114,Cian,0,0,,,"Cian of Ely",,Cian,845
115,Cleghorn,0,0,,,,,Cleghorn,858
116,Cleland,0,0,MacLellan,"Clelland,Cleeland,Clealand,Cleiland,Clelan,Clellan,Clellon,Kneland,Kneeland,Clayland,Cleaveland,Clalan,Clallan,Claland,Clalland,Clealland,Cleadland,Cleadlande,Cleilland,Clelane,Clelend,Clelin,Clellans,Clellend,Clellone,Clelond,Clellond,Clenlande,Clerland,Cleuland,Cleveland,Cleyland,Cliland,Clieland,Cliveland,Coleeland,Kalland,Kealand,Kealland,Keeland,Keelland,Keilland,Keland,Kelland,Klelland,Kleland,Knelands,Kneband,Clellane,Clenel,Kneelands,Kneilland,Knieland,Kniland,Nealand,Neeland,Neland,Neyland,Nieland,Nield,Niland,Nilland,Noland,Nyland",,,"Cleland #2, Cleland","860, 861"
117,Clifford,0,0,,,,,Clifford,880
118,Cochrane,1,0,,,,"scottish,english,welsh,irish","Cochrane Azure, Cochrane Hunting, Cochrane","890, 891, 892"
119,Cockburn,1,0,,,"Cockburn of Ormiston",,"Cockburn Brown, Cockburn old pattern, Cockburn ","893, 895, 896"
120,Colgan,0,0,,,,,Colgan,900
121,Colquhoun,1,0,,"Culchone,Culchonecowan,Cahun,Calwhone,Cahoun,Cahune,Cahoon,Cahund,Cachoune,Calquhoun,Calhoon,Calquhoune,Calhoun,Cahoune,Choquoyn,Colquhoune,Colquhowne,Colquhone,Colechon,Cohune,Colquhyn,Colqhoun,Colqwhone,Colwhone,Colqhuen,Colfune,Colhoun,Colwhoun,Collquhone,Colchoun,Colhoune,Culchoun,Culquhoun,Culqwon,Culquhoune,Culwone,Culqwhone,Culqwone,Culquhone,Culchon,Cowquhowne,Gahn,Kelquon,Kilwhone,Kulwoon,Kulwoun,Kylkone,Qulchom,Qulchone,Quohon,Qulwone","Ingram,Kirkpatrick,Laing,MacLinden,MacLintock,MacManus","scottish,english,welsh,irish","Colquhoun Dress, Colquhoun, Colquhoun spec 340","904, 905, 6259"
122,Colvin,0,0,,,,,Colvin,907
123,Connell,0,0,,Connal,,,Connell,924
124,Cooper,0,0,,"Coupar,Couper,Cowper",,"scottish,english,welsh,irish","Cooper (Steven) personal; Orkney Slate, Cooper Dress, Cooper Dress #2, Cooper Dress #3, Cooper, Cooper spec 70 Dress","931, 932, 933, 934, 935, 6262"
125,Corcoran,0,0,,,,,Corcoran,939
126,Cossar,0,0,,,,,Cossar,953
127,Coulter,0,0,,,,,"Coulter Dress, Coulter, Coulter spec 70 Dress","956, 957, 6263"
128,Couper,0,0,Cooper,,,,Couper,960
129,Cowper,0,0,Cooper,,,,Cowper,967
130,Craig,1,0,,"Cragge,Crag,Crage,Craigh,Cragie,Creag,Creagh",,"scottish,english,welsh,irish","Craig Paisley, Craig","970, 971"
131,Cranston,1,0,,"Cranstoun,Cranstone,Craynston,Cranestowne,Cranystoun,Cranestone,Crenestone,Creinstoun",,,"Cranston Dress, Cranston Dress #2, Cranston, Cranston Fuchsia","980, 981, 982, 302160"
132,Craparo,0,0,,,,,Craparo,984
133,Crawford,1,0,,"Crauford,Craufurd,Craunford,Crafort,Craweford,Crafoord,Crawfurd,Crawffurd,Crawfaird,Crafford,Crafoard,Craford,Crafuirde,Craufurde,Crafurd,Crouford,Crauffurd,Crawfeurd,Craufoord,Crauforth,Krauford",,"scottish,english,welsh,irish","Crawford Arisaid; Dance, Crawford Red","986, 987"
134,Crihfield,0,0,,,,,Crihfield,994
135,Crozier,0,0,,Crosser,,,Crozier,1005
137,Cruikshank,0,0,,"Crookshank,Cruickshank",,,Cruikshank,1007
138,Cumming,1,0,,"Comyn,Comine,Cumin,Cummin,Cummings,Cummingsbuchan,Cumyn,Comyns,Cummine,Cuming,Cumine,Cummins","Buchan,Common,Commons,MacNiven,Russell","scottish,english,welsh,irish","Cumming Hunting, Cumming ","1018, 1019"
139,MacAulay,1,0,,"MacAlley,MacAuley,MacAully,Aulay,MacAuliffe,MacAulla,MacAullay,MacAula,MacAuihlay,MacAlay,MacCallow,MacAllay,MacCalla,MacAla,MacCally,MacCalley,MacCallay,MacCala,MacAwlay,MacAwla,MacCaulaw,MacCauley,MacCauly,MacCaula,MacCaulay,MacCawley,MacCorley,MacCowley,MacGawley,MacGaulay,MacKallay,MacKalla,MacKauley,MacKaula,Makally,Makcalla,Auleth,Makcaulay,Makalley,Makkalay,MacKail,MacKell,MacCaell,MacKall,Makcale,MacAull,MacCale,MacCaull,MacCaul,Makcaill,MacKale,MacKaill,MacKeil","MacAulay of Lewis",,"MacAulay Hunting, MacAulay ","2572, 2574"
140,Cunningham,1,0,,"Chonigham,Conigham,Conighame,Cunnynghame,Cwnninghame,Cunnyngayme,Cunynghame,Cunnygam,Cunyngahame,Cunninghame,Cunymgham,Conynghame,Cwnyghame,Cunyngame,Cunyngaham,Cunyghame,Cwnygham,Conyngham,Cunningghame,Conyghans,Conningans,Cunygam,Cunigham,Cunigom,Cuninggame,Cuningham,Cuninghame,Kuningham,Kyninghame",,"scottish,english,welsh,irish","Cunningham Dress Dance Blue, Cunningham Dress Burgundy, Cunningham Dress Green, Cunningham Dress Purple, Cunningham Dress Red, Cunningham Dress Royal Blue, Cunningham Hunting, Cunningham","1020, 1021, 1022, 1023, 1024, 1025, 1026, 1027"
141,MacNicol,1,0,,"MacNeacail,MacNicail,MacNiccoll,MacNichol,MacNichole,MacNicholl,MacNickle,MacNicoll,MacNychol,MacNychole,MacNycholl,Maknichol,Maknicoll,Maknychol,Maknycholl",,,"MacNicol Hunting, MacNicol, MacNicol Red, MacNicol #2","2945, 2946, 3383, 3384"
142,Currie,1,0,,"Couric,Curie,Curray,Curre,Curri,Currye","Currie of Arran","scottish,english,welsh,irish","Currie, Currie spec 101","1030, 6272"
143,Curry,0,0,,,,,Curry,1031
144,Cusack,0,0,,,,,"Cusack ",1032
145,Dalgliesh,0,0,,,"Dalgliesh of Tinna",,"Dalgliesh Dress, Dalgliesh (a), Dalgliesh ","1054, 1055, 304190"
146,Dallas,0,0,,,,,Dallas,1056
147,Dalrymple,1,0,,"Darumple,Darymple,Dawrumpyl,Dalrympille,Dalrumpil,Dalrimpill,Dalrumpill,Dalrympil,Dalrumple,Derumpill","Dalrymple of Castleton",,,
148,Dalziel,1,0,,"Dalzell,Dalyell,Alidiel,Dayzill,Deill,Deell,Dalsell,Daleyhelle,Dalyhell,Dalyiel,Dalyel,Dalzel,Dalyhel,Dalzelle,Dalziell,Daleyhell,Daliel,Daliell,Dalielle,Dalliell,Dyell,Dyayell,Diyell,Duill,Deyell,Dalzeil",,,"Dalziel ",1063
149,Davidson,1,0,Davies,"Davisoun,Davysone,Davitson,Davyson,Dawysoun,Davison,Dawysone,Davidsone,Daveson,Daviesoune,MacDade,MacDaid,Keay","Dean,Deane,Kay,Kaye,MacDavid,MacKay,Slora,Slorach,Davidson of Tulloch,Davies","scottish,english,welsh,irish","Davidson , Davidson Double, Davidson Half, Davidson spec 87","1069, 1070, 1071, 6274"
150,Davis,0,0,,,,,Davis,1077
152,Deas,0,0,,"Deassoun,Dausoun,Deason,Deasson,Dasone,Desson,Daw,Dawe,Dawes,Day,Dey,Dow,Dye",,,Deas,1087
153,Dempster,0,0,,,,,Dempster,1095
154,Denny,0,0,,,,,"Denny Hunting",1096
155,Denovan,0,0,,,,,Denovan,1097
156,Devlin,0,0,,"Ó Doibhilin,Ó Duibhlin,O'Dobhalen,O'Develin,O'Devlin,Davlin,Defflin,Develin,Devline,Devolin,Devoline",,,"Devlin ",1103
157,Dickie,0,0,Richards,"Dick,Dicky,Dickey",,,Dickie,1114
157,Dickie,0,0,Dickson,"Dick,Dicky,Dickey",,,Dickie,1114
158,Dinwoodie,0,0,,"Dunwoodie,Dinwiddie,Dunwoddie",,,Dinwoodie,1117
159,Dobrain,0,0,,,,,Dobrain,1120
160,Donachie,0,0,,Donnachaidh,"Donachie of Brochloch,Donachie of Brockloch",,Donachie,1127
161,"Donald of Staffa's Sett",0,0,,,,,"Donald of Staffa's Sett",1128
163,Dorward,0,0,,Durward,,,Dorward,1135
164,Douglas,1,0,,"Douglass,Dowglass,Dovglas,Dowglas,Dulglas,Douglace,Douglase,Dogles,Dowglace,Dulglass,Douglis,Dowglasse,Dougles,Duglas,Douglles","Cavers,Drysdale,Forrester,Glendinning,Inglis,Kirkpatrick,MacGuffie,MacGuffock,Morton,Sandilands,Douglas of Roxburgh","scottish,english,welsh,irish","Douglas Black, Douglas Green, Douglas Dress, Douglas Grey, Douglas Red, Douglas, Douglas Navy, Douglas WCMM","1138, 1139, 1140, 1141, 1143, 1144, 5940, 298149"
165,Downs,0,0,,Downes,,,Downs,1148
166,Paisley,1,0,,,,,"Paisley Drennan, Paisley District","1154, 3551"
167,Ogilvie,1,0,,"Ogilvy,Ogilby,Ogelvie,Ogilvey,Ogelvy,Ogilbe,Ogilbie,Ogilve,Ogilwe,Ogilwie,Ogilwye,Oglevy,Ogylbe,Ogyllwe,Ogylvi,Ogylvy,Ogylwe,Ogylwye","Airlie,Fothy,Futhie,Storrie,Ogilvie of Airlie,Ogilvie of Inverarity,Ogilvie of Strathallan","scottish,english,welsh,irish","Ogilvie (Logan), Ogilvie #2, Ogilvie #3, Ogilvie Black & White, Ogilvie Hunting, Ogilvie","3496, 3497, 3498, 3499, 3500, 3505"
168,Dryburgh,0,0,,,,,"Dryburgh, Dryburgh spec 87 [default sett] ","1166, 6282"
169,Dryfe,0,0,,,,,Dryfe,1167
171,Sutherland,1,0,,"Chaney,Chayne,Cheen,Chein,Cheine,Chene,Cheney,Chesne,Cheyney,Chisnie,Chyine,Chyne","Cheyne,Clyne,Duffus,Federith,Gray,Keith,Mowat,Murray,Oliphant,Sutherland of Duffus","scottish,english,welsh,irish","Sutherland Dress, Sutherland Dress #2, Sutherland Dress; Royal Blue, Sutherland Hunting, Sutherland Old, Sutherland ","4382, 4383, 4384, 4385, 4387, 6775"
